TransactionID,AccountNumber,Timestamp,Amount,MerchantName,City,Category,Channel,CustomerAge,CustomerOccupation,IsFraud
TXN-005147,ACCT-1037,2025-07-18 15:07:26,209.22,Safeway,Phoenix,Subscriptions,Online,18,Designer,1
TXN-005148,ACCT-1186,2025-11-07 22:33:55,40.3,McDonalds,Dallas,Shopping,In-Store,19,Freelancer,0
TXN-005149,ACCT-1049,2025-03-23 18:56:57,223.2,United Airlines,Chicago,Subscriptions,Online,48,Accountant,0
TXN-005150,ACCT-1123,2025-08-19 13:03:50,32.83,DoorDash,San Diego,Utilities,Online,37,Lawyer,0
TXN-005151,ACCT-1170,2025-05-13 16:50:23,325.11,Hilton,San Francisco,Dining,In-Store,60,Lawyer,0
TXN-005152,ACCT-1117,2025-07-23 19:26:17,265.73,Uber,Houston,Personal Care,Online,56,Teacher,0
TXN-005153,ACCT-1032,2025-06-26 22:38:00,518.97,OffshorePay Inc,Karachi,Travel,Online,34,Analyst,1
TXN-005154,ACCT-1020,2025-06-12 15:31:05,124.48,DoorDash,Detroit,Entertainment,ATM,36,Engineer,0
TXN-005155,ACCT-1119,2025-06-11 18:46:24,209.22,Trader Joes,Boston,Utilities,Mobile App,41,Designer,0
TXN-005156,ACCT-1135,2025-01-31 17:18:26,160.17,DoorDash,Los Angeles,Healthcare,Online,37,Driver,0
TXN-005157,ACCT-1165,2025-03-06 22:25:52,17.49,Safeway,Detroit,Dining,In-Store,22,Accountant,0
TXN-005158,ACCT-1182,2025-05-30 05:41:56,366.13,McDonalds,Denver,Entertainment,Phone,55,Lawyer,0
TXN-005159,ACCT-1094,2025-03-20 13:41:27,410.37,Kroger,San Francisco,Shopping,In-Store,48,Driver,0
TXN-005160,ACCT-1156,2025-08-10 16:03:32,41.4,Grubhub,Atlanta,Gas,In-Store,18,Sales Rep,0
TXN-005161,ACCT-1011,2025-03-01 15:56:29,378.54,Costco,Atlanta,Entertainment,In-Store,47,Doctor,0
TXN-005162,ACCT-1027,2025-11-06 21:09:04,191.98,Home Depot,Houston,Transportation,ATM,28,Sales Rep,0
TXN-005163,ACCT-1055,2025-03-16 15:03:54,143.88,Zara,Denver,Dining,Online,46,Nurse,0
TXN-005164,ACCT-1168,2025-02-06 14:27:55,49.11,Lyft,Boston,Utilities,Mobile App,82,Teacher,0
TXN-005165,ACCT-1148,2025-02-02 14:35:15,97.09,Trader Joes,Nashville,Dining,Online,23,Chef,0
TXN-005166,ACCT-1134,2025-06-07 18:45:05,322.47,Walmart,Miami,Travel,ATM,56,Student,0
TXN-005167,ACCT-1021,2025-07-21 12:45:45,58.37,Delta Airlines,Phoenix,Subscriptions,In-Store,28,Teacher,0
TXN-005168,ACCT-1021,2025-11-17 17:51:10,91.41,Walmart,Phoenix,Shopping,Online,28,Teacher,0
TXN-005169,ACCT-1122,2025-07-07 10:54:45,62.34,Lyft,Portland,Healthcare,In-Store,34,Retired,0
TXN-005170,ACCT-1045,2025-02-25 00:36:25,100.5,Walgreens,Philadelphia,Utilities,ATM,66,Chef,0
TXN-005171,ACCT-1030,2025-06-20 10:42:35,557.1,Whole Foods,Seattle,Groceries,In-Store,48,Manager,0
TXN-005172,ACCT-1082,2025-10-06 18:00:17,36.3,Safeway,Philadelphia,Groceries,Online,26,Driver,0
TXN-005173,ACCT-1111,2025-09-17 04:29:12,29.02,Marriott,Houston,Utilities,In-Store,22,Analyst,0
TXN-005174,ACCT-1088,2025-01-18 12:29:36,118.9,Kroger,Phoenix,Subscriptions,Online,33,Designer,0
TXN-005175,ACCT-1104,2025-10-04 17:24:17,23.91,Uber,Dallas,Shopping,In-Store,24,Engineer,0
TXN-005176,ACCT-1085,2025-03-06 14:11:03,229.57,Hilton,Dallas,Groceries,In-Store,38,Student,0
TXN-005177,ACCT-1133,2025-11-25 20:58:19,24.19,Grubhub,Nashville,Transportation,In-Store,19,Student,0
TXN-005178,ACCT-1115,2025-03-19 15:22:34,99.65,CVS Pharmacy,San Francisco,Personal Care,In-Store,40,Sales Rep,0
TXN-005179,ACCT-1125,2025-10-15 13:25:47,355.81,CVS Pharmacy,Atlanta,Utilities,Mobile App,61,Teacher,0
TXN-005180,ACCT-1070,2025-03-05 08:52:36,714.94,Netflix,Philadelphia,Subscriptions,Online,56,Student,0
TXN-005181,ACCT-1178,2025-12-12 17:52:00,182.6,Safeway,San Diego,Education,Online,59,Retired,0
TXN-005182,ACCT-1074,2025-07-31 23:33:29,148.96,United Airlines,Miami,Groceries,Mobile App,42,Freelancer,0
TXN-005183,ACCT-1088,2025-11-23 12:07:17,157.51,Zara,Phoenix,Utilities,Online,33,Designer,0
TXN-005184,ACCT-1056,2025-10-31 17:03:16,158.18,Walmart,Philadelphia,Education,Phone,39,Freelancer,0
TXN-005185,ACCT-1025,2025-02-26 07:05:40,225.63,Trader Joes,New York,Personal Care,Online,43,Chef,0
TXN-005186,ACCT-1192,2025-07-30 11:37:08,480.52,Zara,San Antonio,Groceries,In-Store,56,Designer,0
TXN-005187,ACCT-1165,2025-11-10 15:27:20,13.81,Chevron,San Antonio,Entertainment,ATM,22,Accountant,0
TXN-005188,ACCT-1038,2025-09-03 13:15:24,410.84,Trader Joes,Chicago,Subscriptions,Phone,42,Nurse,0
TXN-005189,ACCT-1095,2025-05-31 11:49:14,110.94,Nike,San Diego,Groceries,In-Store,81,Doctor,0
TXN-005190,ACCT-1109,2025-02-28 16:15:54,51.97,Best Buy,Nashville,Utilities,In-Store,42,Student,0
TXN-005191,ACCT-1162,2025-11-17 12:57:19,241.85,Nike,Denver,Groceries,In-Store,58,Retired,0
TXN-005192,ACCT-1029,2025-08-09 08:54:54,124.06,Zara,New York,Dining,In-Store,32,Freelancer,0
TXN-005193,ACCT-1039,2025-11-10 12:56:27,80.14,United Airlines,Houston,Education,Online,82,Accountant,0
TXN-005194,ACCT-1068,2025-07-07 18:02:29,20.96,Nike,Atlanta,Subscriptions,Online,22,Accountant,0
TXN-005195,ACCT-1085,2025-09-23 13:31:38,222.63,Grubhub,Dallas,Education,Mobile App,38,Student,0
TXN-005196,ACCT-1107,2025-06-12 13:13:53,512.87,Whole Foods,Austin,Gas,Online,63,Student,0
TXN-005197,ACCT-1173,2025-10-18 06:02:01,140.76,DoorDash,Chicago,Utilities,In-Store,44,Retired,0
TXN-005198,ACCT-1080,2025-04-19 15:55:27,156.14,Delta Airlines,Seattle,Utilities,Online,79,Freelancer,0
TXN-005199,ACCT-1174,2025-06-12 18:47:21,225.18,Apple Store,Phoenix,Dining,Online,34,Retired,0
TXN-005200,ACCT-1124,2025-07-27 03:10:00,461.26,Shell Gas,Miami,Shopping,Online,33,Analyst,1
TXN-005201,ACCT-1059,2025-04-18 16:14:38,152.78,Apple Store,Los Angeles,Entertainment,ATM,48,Doctor,0
TXN-005202,ACCT-1023,2025-04-20 14:38:24,93.49,Walgreens,Dallas,Groceries,Online,39,Retired,0
TXN-005203,ACCT-1196,2025-03-06 15:38:48,257.4,Target,Los Angeles,Healthcare,Mobile App,48,Freelancer,0
TXN-005204,ACCT-1060,2025-07-29 16:45:35,183.48,DoorDash,Phoenix,Groceries,Mobile App,42,Accountant,0
TXN-005205,ACCT-1040,2025-02-11 12:58:17,287.61,Starbucks,Philadelphia,Subscriptions,In-Store,29,Driver,0
TXN-005206,ACCT-1006,2025-09-08 15:33:22,136.94,Walgreens,Atlanta,Dining,ATM,55,Nurse,0
TXN-005207,ACCT-1161,2025-12-10 10:53:46,96.75,Hilton,San Antonio,Utilities,In-Store,75,Engineer,0
TXN-005208,ACCT-1101,2025-05-17 20:04:04,43.83,Netflix,Minneapolis,Utilities,In-Store,24,Doctor,0
TXN-005209,ACCT-1144,2025-08-31 18:45:24,86.0,Walgreens,San Antonio,Shopping,In-Store,27,Chef,0
TXN-005210,ACCT-1060,2025-03-17 13:38:47,245.05,Trader Joes,Phoenix,Utilities,Online,42,Accountant,0
TXN-005211,ACCT-1022,2025-07-09 10:57:54,89.54,Marriott,Detroit,Personal Care,Online,34,Analyst,0
TXN-005212,ACCT-1179,2025-01-03 17:17:35,108.55,Costco,Nashville,Groceries,Online,41,Engineer,0
TXN-005213,ACCT-1035,2025-10-29 11:51:25,137.89,Netflix,Houston,Personal Care,Mobile App,36,Chef,0
TXN-005214,ACCT-1191,2025-04-12 10:27:22,563.16,Delta Airlines,San Francisco,Education,ATM,61,Designer,0
TXN-005215,ACCT-1132,2025-05-08 07:43:23,326.54,Whole Foods,Miami,Personal Care,In-Store,54,Manager,0
TXN-005216,ACCT-1177,2025-06-16 09:29:41,16.3,Kroger,Portland,Personal Care,Online,24,Teacher,0
TXN-005217,ACCT-1087,2025-08-06 07:35:04,299.16,Home Depot,Seattle,Travel,Online,61,Manager,0
TXN-005218,ACCT-1046,2025-07-14 13:42:24,51.36,Home Depot,Atlanta,Shopping,Online,27,Driver,0
TXN-005219,ACCT-1192,2025-05-20 14:55:51,153.4,CVS Pharmacy,San Antonio,Travel,Online,56,Designer,0
TXN-005220,ACCT-1052,2025-09-01 12:09:31,91.92,Amazon,Philadelphia,Healthcare,Online,68,Accountant,0
TXN-005221,ACCT-1153,2025-05-23 18:32:24,38.14,McDonalds,Los Angeles,Gas,Mobile App,33,Lawyer,0
TXN-005222,ACCT-1127,2025-01-26 18:11:37,64.61,Uber,Denver,Travel,Mobile App,32,Nurse,0
TXN-005223,ACCT-1191,2025-05-26 20:31:57,696.45,Delta Airlines,San Francisco,Utilities,Online,61,Designer,0
TXN-005224,ACCT-1086,2025-01-24 13:55:21,37.22,Zara,Philadelphia,Dining,In-Store,20,Manager,0
TXN-005225,ACCT-1057,2025-04-13 10:52:32,61.38,Marriott,Seattle,Gas,Phone,55,Analyst,0
TXN-005226,ACCT-1179,2025-12-08 07:03:08,75.15,Best Buy,Nashville,Gas,In-Store,41,Engineer,0
TXN-005227,ACCT-1153,2025-12-22 17:30:48,93.72,McDonalds,Los Angeles,Personal Care,Online,33,Lawyer,0
TXN-005228,ACCT-1164,2025-12-12 15:00:33,52.92,Starbucks,Seattle,Transportation,Mobile App,36,Freelancer,0
TXN-005229,ACCT-1004,2025-04-23 17:35:14,201.07,Delta Airlines,Miami,Personal Care,Online,28,Designer,0
TXN-005230,ACCT-1115,2025-09-13 21:13:18,188.77,Apple Store,San Francisco,Healthcare,Mobile App,40,Sales Rep,0
TXN-005231,ACCT-1114,2025-10-26 08:07:42,28.03,Spotify,Detroit,Personal Care,In-Store,65,Teacher,0
TXN-005232,ACCT-1140,2025-11-21 22:20:02,72.55,Airbnb,Phoenix,Transportation,Online,24,Teacher,0
TXN-005233,ACCT-1183,2025-09-22 14:53:38,154.62,DoorDash,Portland,Shopping,Mobile App,60,Retired,0
TXN-005234,ACCT-1164,2025-06-22 14:38:42,164.8,Target,Seattle,Groceries,Mobile App,36,Freelancer,0
TXN-005235,ACCT-1029,2025-03-16 21:14:06,96.56,Shell Gas,New York,Entertainment,Mobile App,32,Freelancer,0
TXN-005236,ACCT-1062,2025-12-10 10:30:11,440.77,Whole Foods,Chicago,Groceries,ATM,52,Student,0
TXN-005237,ACCT-1157,2025-01-13 14:49:41,186.38,Trader Joes,Minneapolis,Groceries,Online,57,Lawyer,0
TXN-005238,ACCT-1146,2025-12-27 08:56:44,26.72,CVS Pharmacy,Atlanta,Entertainment,In-Store,39,Accountant,0
TXN-005239,ACCT-1006,2025-04-15 06:18:39,113.13,Starbucks,Atlanta,Personal Care,In-Store,55,Nurse,0
TXN-005240,ACCT-1168,2025-05-29 13:09:22,22.32,Zara,Boston,Travel,In-Store,82,Teacher,0
TXN-005241,ACCT-1038,2025-12-23 00:12:40,121.95,Chevron,Chicago,Entertainment,Online,42,Nurse,0
TXN-005242,ACCT-1059,2025-11-19 14:01:46,351.23,Hilton,Los Angeles,Groceries,Online,48,Doctor,0
TXN-005243,ACCT-1031,2025-07-21 10:00:52,28.54,Costco,San Antonio,Transportation,Online,71,Doctor,0
TXN-005244,ACCT-1131,2025-12-26 20:31:55,374.29,Amazon,Dallas,Entertainment,Online,34,Lawyer,0
TXN-005245,ACCT-1175,2025-05-27 11:45:29,1105.97,DoorDash,Los Angeles,Personal Care,In-Store,59,Student,0
TXN-005246,ACCT-1042,2025-09-22 16:36:48,77.78,Shell Gas,Seattle,Gas,Online,50,Sales Rep,0
TXN-005247,ACCT-1144,2025-12-20 14:51:50,253.28,Spotify,San Antonio,Dining,In-Store,27,Chef,0
TXN-005248,ACCT-1030,2025-07-19 23:52:55,161.35,Safeway,Seattle,Groceries,Mobile App,48,Manager,0
TXN-005249,ACCT-1164,2025-03-20 08:13:19,82.0,Spotify,Seattle,Subscriptions,In-Store,36,Freelancer,0
TXN-005250,ACCT-1192,2025-01-02 15:17:55,318.06,Apple Store,San Antonio,Groceries,Mobile App,56,Designer,0
TXN-005251,ACCT-1080,2025-03-03 11:34:38,121.9,Walgreens,Seattle,Personal Care,ATM,79,Freelancer,0
TXN-005252,ACCT-1032,2025-10-01 23:00:18,215.72,CVS Pharmacy,New York,Subscriptions,ATM,34,Analyst,0
TXN-005253,ACCT-1192,2025-08-09 21:12:29,156.97,Netflix,San Antonio,Gas,In-Store,56,Designer,0
TXN-005254,ACCT-1103,2025-07-11 16:48:06,14.97,Hilton,Houston,Healthcare,Mobile App,23,Sales Rep,0
TXN-005255,ACCT-1103,2025-07-02 15:44:47,33.12,Kroger,Houston,Dining,In-Store,23,Sales Rep,0
TXN-005256,ACCT-1123,2025-06-09 19:31:42,167.66,Shell Gas,San Diego,Gas,Mobile App,37,Lawyer,0
TXN-005257,ACCT-1192,2025-03-30 10:22:50,370.75,Uber,San Antonio,Transportation,Mobile App,56,Designer,0
TXN-005258,ACCT-1081,2025-11-17 08:02:22,37.73,Best Buy,Denver,Entertainment,In-Store,77,Accountant,0
TXN-005259,ACCT-1103,2025-05-14 11:51:26,29.25,Kroger,Houston,Utilities,Mobile App,23,Sales Rep,0
TXN-005260,ACCT-1156,2025-03-17 13:41:38,29.87,Kroger,Atlanta,Entertainment,Mobile App,18,Sales Rep,0
TXN-005261,ACCT-1133,2025-07-02 05:58:37,36.28,Apple Store,Nashville,Gas,Mobile App,19,Student,0
TXN-005262,ACCT-1139,2025-08-08 23:14:15,105.06,Apple Store,Los Angeles,Personal Care,Online,40,Driver,0
TXN-005263,ACCT-1037,2025-07-25 16:16:16,75.7,DoorDash,Atlanta,Travel,Online,18,Designer,0
TXN-005264,ACCT-1127,2025-09-18 11:02:37,124.3,Uber,Denver,Dining,Online,32,Nurse,0
TXN-005265,ACCT-1112,2025-02-05 20:51:00,750.0,Chevron,San Diego,Utilities,ATM,23,Sales Rep,1
TXN-005266,ACCT-1101,2025-02-01 16:11:57,54.84,Amazon,Minneapolis,Travel,In-Store,24,Doctor,0
TXN-005267,ACCT-1175,2025-05-29 22:56:57,201.63,Hilton,Chicago,Groceries,Mobile App,59,Student,0
TXN-005268,ACCT-1149,2025-05-13 11:09:45,74.08,McDonalds,Los Angeles,Travel,Online,41,Sales Rep,0
TXN-005269,ACCT-1146,2025-02-27 13:25:25,68.96,CVS Pharmacy,Dallas,Utilities,ATM,39,Accountant,0
TXN-005270,ACCT-1162,2025-05-23 23:56:33,492.31,CVS Pharmacy,Denver,Shopping,In-Store,58,Retired,0
TXN-005271,ACCT-1007,2025-07-11 15:54:11,213.41,Best Buy,Atlanta,Gas,Online,66,Sales Rep,0
TXN-005272,ACCT-1028,2025-06-27 11:56:03,21.06,Shell Gas,Seattle,Personal Care,Online,23,Freelancer,0
TXN-005273,ACCT-1066,2025-01-03 22:46:51,112.69,Hilton,Houston,Utilities,Phone,38,Teacher,0
TXN-005274,ACCT-1018,2025-06-07 12:28:20,91.98,Starbucks,Minneapolis,Personal Care,Online,28,Retired,0
TXN-005275,ACCT-1102,2025-06-09 08:09:46,89.39,Target,Miami,Transportation,In-Store,30,Accountant,0
TXN-005276,ACCT-1050,2025-06-19 16:58:54,59.91,CVS Pharmacy,Minneapolis,Gas,Online,43,Designer,0
TXN-005277,ACCT-1195,2025-01-22 11:12:07,734.19,Walmart,Houston,Personal Care,Mobile App,46,Retired,0
TXN-005278,ACCT-1044,2025-04-03 12:51:40,32.71,Home Depot,Portland,Personal Care,In-Store,73,Doctor,0
TXN-005279,ACCT-1135,2025-03-15 12:15:10,89.18,Chevron,Los Angeles,Dining,In-Store,37,Driver,0
TXN-005280,ACCT-1101,2025-08-15 12:32:17,43.01,Netflix,Minneapolis,Shopping,Mobile App,24,Doctor,0
TXN-005281,ACCT-1175,2025-03-22 09:49:18,287.42,Kroger,Denver,Education,Mobile App,59,Student,0
TXN-005282,ACCT-1004,2025-02-25 15:12:58,267.43,Zara,Denver,Education,Online,28,Designer,0
TXN-005283,ACCT-1085,2025-01-13 06:08:23,132.18,Hilton,Phoenix,Transportation,In-Store,38,Student,0
TXN-005284,ACCT-1005,2025-01-24 08:27:27,20.99,Apple Store,Phoenix,Shopping,In-Store,24,Student,0
TXN-005285,ACCT-1083,2025-08-04 19:25:10,128.83,Netflix,Detroit,Utilities,In-Store,52,Freelancer,0
TXN-005286,ACCT-1141,2025-08-15 10:53:20,118.45,Kroger,San Diego,Education,Online,32,Engineer,0
TXN-005287,ACCT-1023,2025-10-09 12:41:08,44.53,Marriott,Dallas,Utilities,Online,39,Retired,0
TXN-005288,ACCT-1015,2025-09-13 20:27:16,75.58,Airbnb,Minneapolis,Personal Care,In-Store,43,Lawyer,0
TXN-005289,ACCT-1124,2025-07-20 06:18:30,60.77,Chevron,Miami,Gas,ATM,33,Analyst,0
TXN-005290,ACCT-1105,2025-07-04 13:03:18,278.79,Trader Joes,New York,Entertainment,In-Store,51,Teacher,0
TXN-005291,ACCT-1128,2025-02-05 22:37:02,32.18,Chevron,Denver,Subscriptions,In-Store,21,Engineer,0
TXN-005292,ACCT-1030,2025-01-24 09:11:52,245.85,Safeway,Seattle,Healthcare,Online,48,Manager,0
TXN-005293,ACCT-1160,2025-12-28 03:55:00,241.64,Chevron,Denver,Transportation,Online,40,Nurse,1
TXN-005294,ACCT-1036,2025-01-21 21:18:12,23.62,DoorDash,Miami,Personal Care,Online,21,Sales Rep,0
TXN-005295,ACCT-1194,2025-11-01 13:24:17,137.11,Hilton,San Diego,Dining,In-Store,84,Lawyer,0
TXN-005296,ACCT-1028,2025-12-03 18:20:05,53.66,Hilton,Seattle,Healthcare,In-Store,23,Freelancer,0
TXN-005297,ACCT-1039,2025-01-16 15:33:02,245.84,McDonalds,Houston,Groceries,Online,82,Accountant,0
TXN-005298,ACCT-1059,2025-09-28 09:12:56,267.12,Hilton,Los Angeles,Shopping,Online,48,Doctor,0
TXN-005299,ACCT-1069,2025-08-22 18:09:30,98.38,Kroger,Minneapolis,Entertainment,ATM,32,Manager,0
TXN-005300,ACCT-1083,2025-01-27 13:06:21,151.87,Whole Foods,Detroit,Travel,Online,52,Freelancer,0
TXN-005301,ACCT-1146,2025-12-24 16:35:00,242.22,Delta Airlines,Atlanta,Entertainment,In-Store,39,Accountant,0
TXN-005302,ACCT-1017,2025-10-08 18:05:49,121.63,Zara,San Diego,Transportation,In-Store,76,Nurse,0
TXN-005303,ACCT-1030,2025-08-06 17:24:35,178.89,Costco,Seattle,Utilities,Online,48,Manager,0
TXN-005304,ACCT-1178,2025-06-03 13:58:28,660.02,Grubhub,Chicago,Subscriptions,Mobile App,59,Retired,0
TXN-005305,ACCT-1134,2025-08-22 14:49:42,465.69,Walmart,Miami,Travel,Online,56,Student,0
TXN-005306,ACCT-1127,2025-01-14 13:54:21,51.58,Uber,Denver,Shopping,In-Store,32,Nurse,0
TXN-005307,ACCT-1106,2025-05-18 17:00:36,44.1,Shell Gas,San Francisco,Personal Care,In-Store,23,Retired,0
TXN-005308,ACCT-1167,2025-02-15 16:11:12,161.6,Walmart,Seattle,Dining,ATM,57,Manager,0
TXN-005309,ACCT-1057,2025-06-12 11:56:46,299.47,Starbucks,New York,Utilities,In-Store,55,Analyst,0
TXN-005310,ACCT-1167,2025-05-19 13:30:59,135.64,Amazon,Seattle,Travel,Online,57,Manager,0
TXN-005311,ACCT-1130,2025-04-18 13:06:11,29.19,Zara,New York,Utilities,Phone,27,Lawyer,0
TXN-005312,ACCT-1184,2025-04-22 12:51:54,34.42,Zara,Seattle,Groceries,In-Store,30,Analyst,0
TXN-005313,ACCT-1197,2025-03-02 10:56:38,190.97,Uber,San Antonio,Dining,In-Store,37,Student,0
TXN-005314,ACCT-1076,2025-05-03 08:58:58,8.32,Spotify,Portland,Entertainment,Online,18,Teacher,0
TXN-005315,ACCT-1043,2025-07-31 11:15:38,271.12,Amazon,Atlanta,Entertainment,Mobile App,34,Manager,0
TXN-005316,ACCT-1011,2025-12-16 14:56:04,355.26,Delta Airlines,Atlanta,Education,Online,47,Doctor,0
TXN-005317,ACCT-1027,2025-05-01 14:35:05,156.08,Uber,Houston,Healthcare,Online,28,Sales Rep,0
TXN-005318,ACCT-1105,2025-05-06 00:37:35,399.21,Delta Airlines,New York,Travel,Mobile App,51,Teacher,0
TXN-005319,ACCT-1078,2025-06-09 13:10:59,21.8,Zara,Houston,Gas,ATM,24,Freelancer,0
TXN-005320,ACCT-1066,2025-07-19 06:44:06,423.01,Home Depot,Houston,Entertainment,Online,38,Teacher,0
TXN-005321,ACCT-1170,2025-06-04 20:34:12,287.38,Costco,San Francisco,Personal Care,Mobile App,60,Lawyer,0
TXN-005322,ACCT-1102,2025-08-18 09:24:05,107.52,Shell Gas,Miami,Personal Care,Online,30,Accountant,0
TXN-005323,ACCT-1032,2025-03-31 08:22:35,201.09,Best Buy,New York,Shopping,ATM,34,Analyst,0
TXN-005324,ACCT-1070,2025-10-06 12:50:39,252.78,Walmart,Portland,Subscriptions,ATM,56,Student,0
TXN-005325,ACCT-1129,2025-02-14 07:12:46,92.68,Netflix,Chicago,Subscriptions,In-Store,32,Sales Rep,0
TXN-005326,ACCT-1190,2025-05-19 14:25:00,2037.26,Marriott,Nashville,Travel,In-Store,40,Teacher,1
TXN-005327,ACCT-1122,2025-03-31 12:40:44,312.23,Lyft,Portland,Transportation,Mobile App,34,Retired,0
TXN-005328,ACCT-1132,2025-10-20 12:30:09,356.09,Whole Foods,Miami,Dining,Online,54,Manager,0
TXN-005329,ACCT-1028,2025-02-17 08:02:01,31.75,Kroger,Seattle,Healthcare,Mobile App,23,Freelancer,0
TXN-005330,ACCT-1038,2025-11-20 09:20:32,238.44,Spotify,Chicago,Utilities,In-Store,42,Nurse,0
TXN-005331,ACCT-1075,2025-12-29 13:30:01,122.78,Nike,Denver,Personal Care,In-Store,81,Accountant,0
TXN-005332,ACCT-1168,2025-09-28 18:18:42,70.35,Chevron,Boston,Travel,Online,82,Teacher,0
TXN-005333,ACCT-1121,2025-04-30 12:05:41,74.37,Home Depot,Houston,Dining,Online,35,Accountant,0
TXN-005334,ACCT-1038,2025-03-19 12:03:46,125.77,Grubhub,Chicago,Travel,In-Store,42,Nurse,0
TXN-005335,ACCT-1189,2025-04-17 18:40:00,11.82,Safeway,Detroit,Travel,Mobile App,23,Designer,0
TXN-005336,ACCT-1184,2025-11-04 08:09:52,24.83,United Airlines,Seattle,Utilities,Online,30,Analyst,0
TXN-005337,ACCT-1071,2025-11-04 17:17:36,150.54,Apple Store,Nashville,Groceries,Online,42,Analyst,0
TXN-005338,ACCT-1157,2025-10-26 14:37:11,128.57,Netflix,San Diego,Gas,Online,57,Lawyer,0
TXN-005339,ACCT-1152,2025-02-01 08:50:43,405.5,Walmart,San Francisco,Entertainment,In-Store,58,Chef,0
TXN-005340,ACCT-1141,2025-10-16 09:01:39,133.27,Zara,San Diego,Dining,In-Store,32,Engineer,0
TXN-005341,ACCT-1044,2025-04-10 13:29:58,206.83,Grubhub,Portland,Personal Care,Mobile App,73,Doctor,0
TXN-005342,ACCT-1151,2025-11-02 17:25:02,146.9,Costco,Denver,Education,In-Store,36,Retired,0
TXN-005343,ACCT-1043,2025-11-23 09:59:27,141.29,Zara,Atlanta,Subscriptions,Online,34,Manager,0
TXN-005344,ACCT-1015,2025-07-08 16:01:51,95.63,Walgreens,Minneapolis,Education,Online,43,Lawyer,0
TXN-005345,ACCT-1050,2025-12-02 16:53:55,58.28,Walmart,Minneapolis,Gas,Online,43,Designer,0
TXN-005346,ACCT-1160,2025-09-07 17:15:24,47.98,Starbucks,Denver,Shopping,In-Store,40,Nurse,0
TXN-005347,ACCT-1006,2025-07-07 21:04:10,103.16,Walgreens,Atlanta,Utilities,Phone,55,Nurse,0
TXN-005348,ACCT-1143,2025-05-10 13:40:50,33.88,Delta Airlines,Minneapolis,Groceries,In-Store,76,Retired,0
TXN-005349,ACCT-1114,2025-07-29 20:53:02,26.63,Best Buy,Detroit,Dining,Online,65,Teacher,0
TXN-005350,ACCT-1136,2025-08-18 11:39:15,222.97,Starbucks,Boston,Travel,Online,60,Sales Rep,0
TXN-005351,ACCT-1191,2025-11-07 16:04:13,408.92,Uber,San Francisco,Entertainment,ATM,61,Designer,0
TXN-005352,ACCT-1024,2025-10-09 20:26:52,141.15,Netflix,Philadelphia,Transportation,Mobile App,44,Lawyer,0
TXN-005353,ACCT-1160,2025-08-29 20:49:15,73.16,Marriott,Denver,Personal Care,Mobile App,40,Nurse,0
TXN-005354,ACCT-1016,2025-11-03 10:49:12,106.99,Airbnb,Miami,Personal Care,Mobile App,26,Driver,0
TXN-005355,ACCT-1048,2025-04-01 21:56:05,100.11,Uber,San Antonio,Groceries,Mobile App,25,Lawyer,0
TXN-005356,ACCT-1137,2025-01-17 09:20:27,128.06,McDonalds,Miami,Healthcare,Mobile App,41,Lawyer,0
TXN-005357,ACCT-1129,2025-09-13 16:52:14,44.05,Netflix,Chicago,Utilities,Mobile App,32,Sales Rep,0
TXN-005358,ACCT-1149,2025-09-13 09:47:49,94.68,Apple Store,Los Angeles,Dining,Online,41,Sales Rep,0
TXN-005359,ACCT-1034,2025-11-28 12:04:01,276.42,Amazon,Philadelphia,Subscriptions,Online,41,Lawyer,0
TXN-005360,ACCT-1100,2025-05-08 14:45:28,34.76,Starbucks,Philadelphia,Entertainment,In-Store,80,Manager,0
TXN-005361,ACCT-1069,2025-07-31 09:01:09,41.1,Shell Gas,Minneapolis,Entertainment,Online,32,Manager,0
TXN-005362,ACCT-1028,2025-08-09 10:54:29,33.23,Shell Gas,Seattle,Personal Care,In-Store,23,Freelancer,0
TXN-005363,ACCT-1158,2025-11-10 10:37:46,29.92,Netflix,Nashville,Entertainment,Mobile App,23,Doctor,0
TXN-005364,ACCT-1107,2025-04-12 07:40:15,975.73,Uber,Austin,Subscriptions,Online,63,Student,0
TXN-005365,ACCT-1046,2025-07-25 08:23:12,157.16,Safeway,Atlanta,Shopping,ATM,27,Driver,0
TXN-005366,ACCT-1020,2025-02-25 05:37:22,267.31,DoorDash,Detroit,Personal Care,Online,36,Engineer,0
TXN-005367,ACCT-1164,2025-12-30 19:18:20,60.37,Apple Store,Seattle,Subscriptions,Online,36,Freelancer,0
TXN-005368,ACCT-1165,2025-07-21 19:29:29,34.89,Chevron,San Antonio,Entertainment,In-Store,22,Accountant,0
TXN-005369,ACCT-1060,2025-03-29 13:31:11,167.11,DoorDash,Phoenix,Utilities,In-Store,42,Accountant,0
TXN-005370,ACCT-1077,2025-03-01 10:23:40,69.29,Apple Store,Seattle,Gas,In-Store,80,Driver,0
TXN-005371,ACCT-1155,2025-08-20 08:05:50,142.44,Shell Gas,Los Angeles,Travel,Online,35,Accountant,0
TXN-005372,ACCT-1105,2025-11-06 09:24:48,494.19,Shell Gas,New York,Personal Care,Online,51,Teacher,0
TXN-005373,ACCT-1042,2025-01-13 09:55:39,35.75,Walmart,Seattle,Personal Care,Online,50,Sales Rep,0
